description,height,weight,base_experience,is_legendary,is_mythical,generation,hp,attack,defense,special-attack,special-defense,speed
"Grančica zelenog luka koju drži je njegovo oružje. Koristi se kao metalni mač. Živi tamo gde rastu trske. Retko se viđaju, pa se smatra da se njihov broj smanjuje. Ako neko pokuša da poremeti gde rastu osnovni biljni štapići, on koristi sopstveni štap da ih spreči.",8,150,132,FALSE,FALSE,generation-i,52,90,55,58,62,60
"Ovaj POKeMON živi u hladnoj vodi. Ostaviće vodu da traži hranu kada napolju postane hladno. Kada hoda po zemlji, oblaže svoje telo ljigavim, otrovnim filmom. Njegovo telo pokriva sluzokoža. Dodirivanje golim rukama izaziva bol od pucanja.",4,85,42,FALSE,FALSE,generation-ii,55,45,45,25,25,15
"MINUN je više zabrinut za navijanje za svoje partnere nego za sopstvenu bezbednost. Isključuje struju u svom telu da bi stvorio briljantne pljuskove iskri da bodri svoje saigrače. MINUN voli da bodri svog partnera u borbi. Iskreće iz svog tela dok to radi. Ako je njegov partner u nevolji, ovaj POKeMON ispušta sve veće količine varnica. Na sastanku POKeMON akademika objavljeno je da će istovremeno izlaganje struji iz PLUSLE i MINUN podstaći cirkulaciju i povećati vitalnost.",4,42,142,FALSE,FALSE,generation-iii,60,40,50,75,85,95
"Kaže se da KIRLIA koja je izložena pozitivnim emocijama svog TRENERA postaje lepa. Ovaj POKeMON kontroliše psihokinetičke moći svojim visoko razvijenim mozgom. KIRLIA koristi rogove na glavi da pojača svoju psihokinetičku moć. Kada POKeMON iskoristi svoju moć, vazduh oko njega postaje izobličen, stvarajući fatamorgane nepostojećih pejzaža. KIRLIA ima psihičku moć da napravi rascep u dimenzijama i vidi u budućnost. Kažu da se sa zadovoljstvom pleše u sunčana jutra.",8,202,97,FALSE,FALSE,generation-iii,38,35,35,65,55,50
"Hrani se nektarom i polenom cveća. Pošto je u stanju da oseti auru, može da identifikuje koje će cveće uskoro procvetati. Mirijadi Cutieflia vijore iznad glava ljudi koji imaju aure koje podsećaju na aure cveća. Nektar i polen su njegova omiljena hrana. U poljima cveća ulazi u okršaje sa Butterfree-om zbog hrane.",1,2,61,FALSE,FALSE,generation-vii,40,45,40,55,40,84
"Nogama žonglira kamenčićem, pretvarajući ga u zapaljenu fudbalsku loptu. Njegovi udarci snažno pogađaju protivnike i ostavljaju ih spaljenima. Vješt je i u napadu i u odbrani, i napumpava se kada se navija. Ali ako počne da se prikazuje, moglo bi se staviti u tešku situaciju.",14,330,265,FALSE,FALSE,generation-viii,80,116,75,65,75,119
"Potrebno je mnogo truda da se održi Lurantisovo živopisno kolorit, ali neki kolekcionari uživaju u ovom poslu i tretiraju ga kao svoj hobi. Ispaljuje zrake iz svojih srpastih latica. Ove grede su dovoljno moćne da cepaju debele metalne ploče. Radi samozaštite, pretvara se da je pokemon buba. Oba njegova kraka imaju latice oštrih ivica.",9,185,168,FALSE,FALSE,generation-vii,70,105,90,80,90,45
"KIOGRE ima moć da stvori ogromne kišne oblake koji pokrivaju celo nebo i izazivaju bujične pljuskove. Ovaj POKeMON je spasio ljude koji su patili od suše. KIOGRE je nazvan u mitologiji kao POKeMON koji je proširio more prekrivši zemlju bujicama i visokim plimskim talasima. Trebalo je zaspati nakon kataklizmične bitke sa GROUDONOM. KIOGRE se pojavio u mitologiji kao tvorac mora. Posle dugih godina svađe sa GRUDONOM, trebalo je da spava na dnu mora.",45,3520,302,TRUE,FALSE,generation-iii,100,100,90,150,140,90
Okretno se penje uz strme litice da bi živeo na vrhovima stenovitih planina. Njegova vatra se gasi kada spava. Njegov vatreni zadnji kraj se napaja gasom napravljenim u njegovom stomaku. Čak ni kiša ne može ugasiti vatru. Veoma je okretan. Pre spavanja gasi plamen na svom repu da spreči požar.,5,62,62,FALSE,FALSE,generation-iv,44,58,44,58,44,61
"ANORIT je regenerisan iz praistorijskog fosila. Ovaj primitivni POKeMON je nekada živeo u toplim morima. Čvrsto steže plen između svoje dve velike kandže. Za ANORIT se kaže da je tip prethodnika POKeMON-a, sa osam krila sa strane tela. Ovaj POKeMON je plivao u iskonskom moru talasajući ovih osam krila. Uskrsnuo je iz fosila koristeći moć nauke. Pliva talasajući osam krila sa strane. To su bile noge koje su se prilagodile životu u moru.",7,125,71,FALSE,FALSE,generation-iii,45,95,50,40,50,75
"Nepokretno kao mrtvo, njegovo telo je blago toplo na dodir. U dalekoj prošlosti zvali su ga čaura zvezda. Nešto se nakuplja oko crnog jezgra unutar njegove tvrde ljuske. Ljudi misle da ovaj Pokemon možda dolazi iz drugog sveta. Kralj koji je vladao Alolom u antičko doba nazvao ju je „čahurom zvezda“ i sagradio je oltar da joj se pokloni.",1,9999,140,TRUE,FALSE,generation-vii,43,29,131,29,131,37
"Opipačima na ušima dodiruje druge, koristeći zvuk otkucaja njihovog srca da kaže kako se osećaju. Njegov slušni osećaj je zapanjujući. Ima radarsku sposobnost da razume svoju okolinu kroz blage zvukove. Koristeći pipače na ušima, može reći kako se neko oseća ili kada bi se jaje moglo izleći.",11,310,390,FALSE,FALSE,generation-v,103,60,86,60,86,50
"Toliko retko da mnogi stručnjaci još uvek kažu da je to fatamorgana. Samo nekoliko ljudi ga je videlo širom sveta. Kada se posmatra kroz mikroskop, može se videti kratka, fina, delikatna kosa ovog POKeMON-a. Očigledno se javlja samo onim ljudima koji su čista srca i imaju jaku želju da to vide.",4,40,270,FALSE,TRUE,generation-i,100,100,100,100,100,100
"Njegovi brkovi služe kao antene. Slanjem i primanjem električnih talasa može da komunicira sa drugima na velikim udaljenostima. Koristi svoj rep da apsorbuje električnu energiju iz elektrana ili iz utičnica u kućama, a zatim ispaljuje struju iz svojih brkova. Uvlači se u domove ljudi i krade struju iz njihovih utičnica. Kada vam se čini da vam račun za struju nije, to je ručni rad ovog bitanga.",2,22,151,FALSE,FALSE,generation-vi,67,58,57,81,67,101
"Kišni oblaci koje nosi neka ispaljuju gromove po svojoj volji. Kažu da se spustio munjom. POKEMON koji juri zemljom dok laje krik koji zvuči kao grmljavina. Ovaj grubi POKeMON skladišti energiju u svom telu, a zatim se kreće po zemlji i ispaljuje struju.",19,1780,261,TRUE,FALSE,generation-ii,90,85,75,115,100,115
"GRUMPIG koristi crne bisere na svom telu da pojača svoje talase psihičke moći kako bi stekao potpunu kontrolu nad svojim neprijateljem. Kada ovaj POKeMON iskoristi svoju posebnu moć, njegov dah koji šmrkće postaje težak. GRUMPIG koristi crne bisere na svom telu da koristi svoje fantastične moći. Kada to radi, pleše bizarno. Crni biseri ovog POKeMON-a su vredni kao umetnička dela. Čuva snagu u crnim biserima na svom čelu. Kada koristi psihičku moć, izvodi neobičan plesni korak. Njegov stil plesa postao je veoma popularan u inostranstvu.",9,715,165,FALSE,FALSE,generation-iii,80,45,65,90,110,80
"Jedenje slatke jabuke izazvalo je njenu evoluciju. Nektarski miris se širi iz njegovog tela, mame Pokemone bube koje pleni. Telo mu je prekriveno slatkim nektarom, a koža na leđima je posebno ukusna. Deca su ga nekada imala kao užinu.",4,130,170,FALSE,FALSE,generation-viii,110,85,80,100,80,30
"Kada lovi, velikom brzinom prelazi po površini vode da bi ulovio neoprezni plen kao što je MAGIKARP. Ovaj POKeMON leti brzinom od 2 maha, tražeći plen. Njegove velike kandže se boje kao zlobno oružje. Njegovi dobro razvijeni grudni mišići čine ga dovoljno jakim da izazove olujnu oluju sa samo nekoliko zakrilaca.",15,395,216,FALSE,FALSE,generation-i,83,80,75,70,70,101
"Može da baca kamenčiće prekrivene mehurićima sa preciznom kontrolom, udarajući u prazne limenke na udaljenosti do sto stopa. Njegova brzina je bez premca. Može da se popne na toranj od više od 2000 stopa za minut.",6,109,142,FALSE,FALSE,generation-vi,54,63,52,83,56,97
"Gnezdi se u malim, horizontalnim rupama u zidovima pećine. Nabacuje se da uhvati plen koji je zalutao preblizu. Nekada je živeo u tropima. Da bi izbegla hladnoću, živi u pećinama zagrejanim geotermalnom toplotom. Napada koristeći svoja ogromna usta. Iako su njegovi napadi moćni, povređuje se i zbog nespretnosti.",7,205,60,FALSE,FALSE,generation-iv,58,70,45,40,45,42
"Dok veličanstveno pliva, nije ga briga da li se REMORAID prikači za njega da bi pokupio ostatke. Slobodno plivajući na otvorenom moru, može da izleti iz vode i preko talasa ako postigne dovoljnu brzinu. Slobodno pliva, jedući stvari koje mu plivaju u ustima. Celo telo je veoma grubo.",21,2200,170,FALSE,FALSE,generation-ii,85,40,70,80,140,70
"LATIOS ima sposobnost da natera svog neprijatelja da vidi sliku onoga što je video ili zamisli u svojoj glavi. Ovaj POKeMON je inteligentan i razume ljudski govor. LATIOS će otvoriti svoje srce samo TRENERU sa saosećajnim duhom. Ovaj POKeMON može da leti brže od mlaznog aviona tako što preklopi svoje prednje noge kako bi minimizirao otpor vazduha. Čak i kada se krije, može otkriti lokacije drugih i osetiti njihove emocije jer ima telepatiju. Njegova inteligencija mu omogućava da razume ljudske jezike.",20,600,270,TRUE,FALSE,generation-iii,80,90,80,130,110,110
"CACNEA živi na sušnim mestima kao što su pustinje. Iz svog cveta oslobađa jaku aromu da privuče plen. Kada se plijen približi, ovaj POKeMON ispaljuje oštre trnje iz svog tijela kako bi oborio žrtvu. Što je okruženje sušnije i surovije, cvet CACNEA raste lepši i mirisniji. Ovaj POKeMON se bori divlje zamahujući svojim trnovitim rukama. CACNEA žive u pustinjama gde praktično nema padavina. Bori se zamahujući svojim debelim rukama sa šiljcima. Jednom godišnje cveta žuti cvet.",4,513,67,FALSE,FALSE,generation-iii,50,85,40,85,40,35
"Stvorio ga je naučnik nakon godina užasnog spajanja gena i DNK inžinjering eksperimenata. Njegova DNK je skoro ista kao MEV. Međutim, njegova veličina i dispozicija se znatno razlikuju. Pošto su njegove borbene sposobnosti podignute na krajnji nivo, razmišlja samo o porazu svojih neprijatelja.",20,1220,306,TRUE,FALSE,generation-i,106,110,90,154,90,130
"Na svom grlu nosi vatreno zvono. Zvono jako zvoni kad god ovaj Pokemon zapali vatru. Može se pohvaliti snažnim prednjim nogama. Jednim udarcem može savijati gvozdenu šipku. Može delovati razmaženo ako se približi svom treneru. Moćan Pokemon, njegove oštre kandže mogu ostaviti celo telo svog trenera prekrivenim ogrebotinama.",7,250,147,FALSE,FALSE,generation-vii,65,85,50,80,50,90
"SHIFTRI je misteriozni POKeMON za koji se kaže da živi na visokim stablima starim više od hiljadu godina. Stvara sjajne oluje sa ventilatorima koje drži. SHIFTRI-jevi veliki ventilatori stvaraju sjajne nalete vetra brzinom blizu 100 stopa u sekundi. Udareni vetar sve oduva. Ovaj POKeMON bira da živi tiho duboko u šumama. Rečeno je da stiže na hladnim, zimskim vetrovima. Od davnina se plašio kao čuvara šuma, ovaj POKeMON živi u dubokoj šumi u koju se ljudi ne usuđuju.",13,596,216,FALSE,FALSE,generation-iii,90,100,60,90,60,80
"Rođen iz temperatura i pritisaka duboko pod zemljom, ispaljuje grede iz kamena u svojoj glavi. Spavao je pod zemljom stotinama miliona godina od svog rođenja. Povremeno se nalazi tokom iskopavanja pećina. Rođen od visokih temperatura i pritisaka duboko pod zemljom, brani se ispaljivanjem zraka iz draguljastog dela svog tela.",3,57,100,FALSE,FALSE,generation-vi,50,50,150,50,150,50
"Njegova snažna čeljust mu omogućava da struže drveće i ispija sok. Obično živi pod zemljom. Često se okupljaju u blizini mesta koja posećuju električni pokemoni kako bi izbegli da ih napadnu ptičiji pokemoni. Ako nađete njegovo gnezdo, ne bi trebalo da gurate ruku unutra. Ugrizaće vas iritirani Grubin.",4,44,60,FALSE,FALSE,generation-vii,47,62,45,55,45,46
"Verovalo se da je ovaj Pokemon rođen od sunca. Kada evoluira, celo njegovo telo je zahvaćeno plamenom. Baza vulkana je mesto gde oni prave svoje domove. Oni pucaju sa svojih pet rogova da odbiju neprijatelje koji napadaju. Za koje se kaže da je rođen od sunca, izbacuje vatru iz svojih rogova i zatvara se u vatrenu čahuru kada evoluira.",11,288,72,FALSE,FALSE,generation-v,55,85,55,50,55,60
"Kada zamahne zapaljenim repom, podiže temperaturu na nepodnošljivo visoke nivoe. Teške borbe bi mogle da uzbude ovog POKeMON-a. Kada je uzbuđen, može da izduva plavičasto-beli plamen. Po prirodi je veoma vruće glave, pa stalno traži protivnike. Smiruje se tek kada pobedi.",11,190,142,FALSE,FALSE,generation-i,58,64,58,80,65,80
"Zaštićen tvrdom školjkom, okreće svoje telo kao točak i besno se sudara sa svojim neprijateljima. Obično je nepomičan, ali kada je napadnut, rotira velikom brzinom, a zatim se sudara sa svojim protivnikom. Čuvajući energiju za evoluciju, ona sedi. Ali, kada se grabežljivci približe, on se kreće da ih ubode otrovnim šiljcima.",12,585,126,FALSE,FALSE,generation-v,40,55,99,40,79,47
Kombinacija Crocalorove vatrene energije i preplavljene vitalnosti izazvala je pojavu vatrene lopte u obliku jajeta na glavi Pokemona. Ventil u Crocalorovoj plamenoj vrećici je usko povezan sa njegovim glasnim žicama. Ovaj Pokemon izgovara grleni krik dok bljuje plamen na sve strane.,10,307,144,FALSE,FALSE,generation-ix,81,55,78,90,58,49
"Obično je mirno, ali vandalizam mina ga razbesni. Prestupnici će biti spaljeni plamenom koji dostiže 2.700 stepeni Farenhajta. Dok je uključen u bitku, njegova planina uglja će goreti jarko crvenom bojom, odašiljajući varnice koje prže okolinu.",28,3105,255,FALSE,FALSE,generation-viii,110,80,120,80,90,30
Živi u senci visokog drveća gde jede insekte. Noću ga privlači svetlost. Njegove velike oči deluju kao radari. Na svetlom mestu možete videti da su skupovi mnogo sitnih očiju. Njegove oči takođe funkcionišu kao radarske jedinice. Hvata i jede male bube koje se kriju u mraku.,10,300,61,FALSE,FALSE,generation-i,60,55,50,40,55,45
"Pomalo dendi, provodi svoje slobodno vreme čisteći svoja krila. Njegova zaokupljenost bilo kakvom prljavštinom na svom perju može ga učiniti nesposobnim za borbu. Baca oštro perje koje se zove oštrica pera na neprijatelje ili plen. Retko promašuje. Ovaj narcisoidni Pokemon je čista nakaza. Ako je ne doterujete marljivo, prestaće da vas sluša.",7,160,147,FALSE,FALSE,generation-vii,78,75,75,70,70,52
"Nikad ne spava. Mora da nastavi da se kreće jer ako se zaustavi, njegovo telo magme bi se ohladilo i stvrdnulo. Uobičajen prizor u vulkanskim oblastima, polako klizi okolo u stalnoj potrazi za toplim mestima. Ove grupe se okupljaju u oblastima koje su toplije od normalnog. Ako se ohladi, koža mu se stvrdne.",7,350,50,FALSE,FALSE,generation-ii,40,40,40,70,40,20
"Njegov stomak je saće za ličinke. Odgaja svoje ličinke na medu koji sakuplja COMBEE. Kada su ugrožene, ličinke iz njegovog šestoćelijskog saća uzvraćaju udarac. U koloniji postoji samo jedan. Oslobađa različite feromone kako bi ličinke u njegovom telu izvršile svoje naloge dok se bore protiv neprijatelja.",12,385,166,FALSE,FALSE,generation-iv,70,80,102,80,102,40
Ovaj Pokemon stvara kuglu od blata mešanjem peska i prljavštine sa psihičkom energijom. Više ceni svoju kuglu od blata nego sopstveni život. On kotrlja svoju kuglu blata dok energija koja joj je potrebna za evoluciju sazreva. Na kraju dolazi vreme da se to razvija.,2,10,54,FALSE,FALSE,generation-ix,41,50,60,31,58,30
"TAILLOV hrabro stoji na svom terenu protiv neprijatelja, koliko god oni bili jaki. Ovaj smeli POKeMON će ostati prkosan čak i nakon poraza. S druge strane, glasno plače ako postane gladan. REP je mlad - tek je napustio svoje gnezdo. Kao rezultat toga, ponekad postaje usamljeno i plače noću. Ovaj POKeMON se hrani VURMPLE-om koji žive u šumama. Iako je mali, veoma je hrabar. Na ravnopravnoj osnovi će preuzeti veći SKARMORI. Međutim, njegova volja slabi ako postane gladna.",3,23,54,FALSE,FALSE,generation-iii,40,55,30,30,30,85
"Koristi svoje brkove da održi ravnotežu. Očigledno se usporava ako su odsečeni. Njegove zadnje noge su mrežaste. Deluju kao peraje, tako da može da pliva u rekama i da lovi plen. Grize bilo šta svojim čvrstim očnjacima. Može čak i da sruši betonske zgrade grizući ih.",7,185,145,FALSE,FALSE,generation-i,55,81,60,50,70,97
"NOSEPASS-ov magnetni nos je uvek usmeren na sever. Ako se dva od ovih POKeMON-a sretnu, ne mogu okrenuti lice jedno prema drugom kada su blizu jer se njihovi magnetni nosovi odbijaju. Za NOSEPASS se govorilo da je potpuno nepomičan, sa svojim magnetnim nosom usmerenim ka severu. Međutim, pažljivo posmatranje je otkrilo da se POKeMON zapravo pomera za nešto više od 3/8 inča svake godine. Njegovo telo emituje snažan magnetizam. Hrani se plenom koji je uvučen silom. Njegov magnetizam je jači u hladnim godišnjim dobima.",10,970,75,FALSE,FALSE,generation-iii,30,45,135,45,90,30
"Bljuje vatru koja je dovoljno vrela da rastopi kamene gromade. Poznato je da nenamerno izaziva šumske požare. Prilikom izbacivanja eksplozije super vruće vatre, crveni plamen na vrhu njegovog repa gori intenzivnije. Ako CHARIZARD pobesni, plamen na vrhu njegovog repa bukti belo-plavom bojom.",17,905,240,FALSE,FALSE,generation-i,78,84,78,109,85,100
